1.00000,0.09440,0.21154,-0.31024,0.27080,0.28910,0.23681,-0.15593,0.13670,0.54636,-0.07175,0.07234,0.64372
0.00000,1.00000,0.16405,0.28850,-0.05458,-0.33517,-0.41101,0.29298,-0.22075,0.24899,-0.56130,-0.36871,-0.19201
0.00000,0.00000,1.00000,0.44337,0.28659,0.12898,0.11508,0.18623,0.00965,0.25889,-0.07467,0.00391,0.22363
0.00000,0.00000,0.00000,1.00000,-0.08333,-0.32111,-0.35137,0.36192,-0.19733,0.01873,-0.27396,-0.27677,-0.44060
0.00000,0.00000,0.00000,0.00000,1.00000,0.21440,0.19578,-0.25629,0.23644,0.19995,0.05540,0.06600,0.39335
0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.86456,-0.44994,0.61241,-0.05514,0.43368,0.69995,0.49811
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-0.53790,0.65269,-0.17238,0.54348,0.78719,0.49419
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-0.36585,0.13906,-0.26264,-0.50327,-0.31139
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-0.02525,0.29554,0.51907,0.33042
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-0.52181,-0.42881,0.31610
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.56547,0.23618
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.31276
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000
