attr.0,attr.1,attr.2,attr.3,attr.4,attr.5,attr.6,attr.7,attr.8,attr.9,class
0.404748221801,-0.147769963544,-0.0234482593194,0.210865124196,-0.370506732122,-0.182148350768,0.0714445559989,-0.0290106942627,0.0489946657304,0.0173623790496,1
0.316290500275,-0.102452094795,-0.115867568659,0.0806876455103,-0.578614911296,0.11901029333,0.0352753120585,0.0478247701313,0.014947263311,0.0500900681194,1
0.01079126909,0.0587389446635,0.097008079984,0.0369876074123,-0.148174127045,-0.380784092218,0.101183927935,0.32711183923,-0.0930371534537,-0.0348229531029,1
0.286851708901,-0.195964279307,0.0176630089001,0.132392889257,-0.494171389316,0.201312568409,-0.0198374071144,0.320731716048,0.11207020257,0.0269695824047,1
0.0852946695987,-0.132158008211,-0.106523489468,-0.0242262691952,-0.263328331985,0.185858514079,-0.048436044239,0.180869738956,-0.122205746325,0.112530762622,1
0.295523011451,-0.205315738677,-0.134186220572,0.0569939527972,-0.463623964969,-0.0485996041577,0.0236569429907,-0.0573227291621,0.0979896299808,0.0647729785623,1
0.36078299199,-0.0608936565574,-0.0935463652613,-0.0349781941007,-0.0875520328476,-0.067119683457,0.0446890514809,0.106204428806,0.0341220825679,0.137231386282,1
0.168534082604,-0.0140539948512,-0.00944350597182,0.1351444684,-0.636025604494,0.252553638712,0.0508041348254,0.163201974075,0.00973684883948,-0.0288557622734,1
0.165505555259,-0.157913889637,-0.0296747524259,0.00702452077638,0.0380816231029,-0.00350027153132,-0.0390944328821,-0.20076000937,0.039862938364,0.00273146233292,1
0.237998713387,-0.0707939592896,-0.157916386671,0.0287378003031,-0.45970857441,0.175218184572,0.0345766227684,0.318614366631,0.0396848863592,0.0677648026348,1
0.62062526017,-0.274384903718,-0.0961938574431,0.0338094275965,0.0142144057373,-0.0118454463892,0.0618264380766,0.037385467564,0.134917636613,0.139758124264,1
0.16248813833,-0.180589585102,-0.0667785712486,0.0169631735186,-0.571977864458,0.0387665071285,-0.015835572813,0.167244515923,0.0339520703727,-0.0878422862262,1
0.311501454911,0.210790218949,0.193215936409,0.148313959328,-0.499169206415,-0.306476808477,-0.0259220478619,-0.293339813678,-0.0003684920209,0.0629408649785,1
0.166710870855,-0.140743118462,0.068042161704,0.0807860469983,-0.272959594368,-0.23567695654,0.0213914633584,0.0904855199306,-0.0682341771757,-0.063437550565,1
0.151283332094,0.102110579883,0.0168479244608,0.110662769809,-0.0196223225807,-0.419636489611,0.0984538407563,0.211666989599,-0.0263253521894,0.132163672186,1
0.253095486485,-0.0665486292372,-0.0238115752524,0.00933548305303,0.0820669598562,-0.18361894458,0.0089801784731,-0.00715748583996,-0.0472548673278,0.0167147012053,1
0.373607255354,-0.252989334704,0.0591618803581,0.107265658207,-0.0821648409237,-0.1536764263,-0.00729857197212,0.0011700326326,-0.00949096616212,-0.103753917905,1
0.303120254116,-0.125351589416,-0.172904986938,-0.0627366148618,-0.0304499798001,0.0741613364054,-0.00701485377387,0.245802235689,0.0301422800584,-0.0755417194799,1
0.215813038925,-0.0862676958554,-0.0443709201669,-0.00325225581933,0.0159301225955,0.0362905377142,-0.00798979731013,0.256260220795,-0.0184909076502,-0.167151895953,1
0.532636712281,-0.278519587956,-0.0107571924401,0.100746815744,-0.128443982189,-0.169215245451,0.0448312655872,-0.0915052731862,0.165552035653,0.0213849063257,1
-0.161443484332,0.145781948046,-0.0829120251567,0.169150608888,-0.113390753938,0.110633791343,0.069466573484,-0.228827257742,-0.00635874568731,-0.000786534320828,1
0.12248431813,-0.15580842329,0.00136287654216,0.0574954623073,0.0484638782157,-0.187259074242,0.0223481695023,-0.0341901832026,-0.00362679606476,-0.105456474317,1
0.244782104854,-0.0633041167366,-0.0789403648019,0.0472126860893,0.0375798669798,0.0531262494462,0.0560278685501,0.0529698884601,0.0490657063811,-0.00162650548714,1
0.267610602274,-0.140140741878,-0.0812163807974,0.105896214021,-0.259981833822,0.0348902173408,0.0166027747666,-0.0291545016003,0.0973162735971,0.00767238832792,1
0.474144990973,0.299473164016,0.0613900867661,0.161035802883,0.223858737522,0.0695877019654,0.224525102722,0.386537354844,-0.0620215185551,0.185540048535,1
0.646249963706,0.0240999998934,0.0556853662354,-0.0519048187849,-0.54280515449,0.249957968865,-0.0831822258583,0.00818622392192,0.0693933449982,0.0875073163483,1
0.543126716621,0.34028467417,0.248251058913,0.0714710348166,-0.319091564832,0.0420306422889,0.00606663181079,-0.0730104809984,-0.0190683595278,0.0190822667038,1
0.275152483871,-0.114672026264,-0.130265755254,-0.0642931166403,-0.146410084517,-0.304229701783,0.0282888181737,-0.0515428719762,-0.0113832395627,-0.0253223000637,1
0.394933140712,-0.129821357797,-0.133529786229,-0.0777384173097,-0.156899991049,-0.26565528382,0.0285751593174,-0.0536854041101,0.0132517046954,0.00750879711389,1
0.582295600242,-0.0481297689441,-0.047549585044,-0.0115996896522,-0.341884741858,-0.242085514937,-0.0325244298719,-0.490020471555,0.0641052198118,0.276978031999,1
0.519699392215,0.00731504355485,-0.120418387165,-0.0378942986363,-0.194935622595,-0.309787394208,-0.0196510782346,-0.555922210755,0.136216996391,0.240366750352,1
0.213278962209,-0.0814048162282,-0.0572840813541,-0.0206673534813,0.278251145693,0.0301504204064,-0.00212482090783,0.281846723209,-0.0157516328678,0.0678771660358,1
-0.23920032647,-0.0355982552421,0.057313688505,0.152972092914,-0.186469777455,-0.200427661659,-0.0298340858905,-0.0146033901062,0.0142603062494,0.0221247883416,1
0.165078223425,-0.103975933108,-0.151772173188,0.0503354542395,-0.243037307521,0.184694721575,-0.00596852739379,0.098231776302,0.0701530772249,-0.0276123021169,1
0.541218685818,-0.255460191843,0.0565363540306,0.13551666268,-0.385996929604,0.0890315178626,0.0183415998161,0.195347040549,0.102504079826,0.0228094656874,1
0.501946476394,-0.271438472144,-0.0895871035672,0.0429000462236,-0.259191679563,0.17610117062,0.0165956511519,0.0585232472634,0.03877576256,0.0492355053238,1
0.195473348849,-0.10630027206,-0.137511092918,-0.00272967399684,-0.220791287232,0.100708940828,-0.0118575914717,0.283849450363,0.0749690869274,-0.0708017769764,1
0.0675597511653,-0.00854108581225,-0.0829134320969,0.0455474163465,-0.283197510383,0.036924837381,0.0343056672241,0.137265396836,-0.0139641449852,0.0229102029182,1
0.321130810602,0.0207639086092,-0.152425494675,0.0139593093009,0.337190352125,-0.159036594625,0.0918909378892,0.201457121451,0.00146151752116,0.066884424635,1
0.186435328307,-0.0612854304561,0.180430349526,0.10256949073,0.0523833763009,-0.326192524548,0.0391408705552,0.270398826528,-0.0182347503843,-0.0258120721269,1
0.14078884963,-0.0299950359327,-0.0524693208628,0.0894468506403,-0.259091060727,0.0602695933564,0.046652757427,0.0750798904832,0.0104392378689,0.0103917142143,1
0.154430232585,-0.131419340212,-0.117745086423,0.0386440089836,-0.163199380553,-0.263229637773,0.00932371977804,-0.0253492089937,0.000502487348502,0.0981248869284,1
0.115842953215,-0.0316715186624,-0.0324347998257,0.0202656550059,0.0457303038868,-0.034444143222,-0.000999958729827,0.176253282401,-0.0235327987801,-0.0052604987202,1
0.295391692071,-0.163788757599,-0.00563979031303,0.152076458808,-0.332452243296,-0.00340165887725,0.0437465866985,0.0030548947375,0.146417527108,0.0535252675873,1
0.246774710645,0.0969519891876,-0.0482814225888,-0.00918550441947,0.195013478308,-0.361375533706,0.0996422932243,0.48266723573,0.0312868065039,0.189127203227,1
0.301236035893,-0.2317522315,-0.0696979282487,0.0926666116159,-0.708786123574,0.105454977906,0.00225611996088,0.0588390099061,0.0559696769601,0.0144612175029,1
0.0993165763243,-0.0538908247247,-0.104416271126,0.00150770486618,-0.213111457707,-0.0783531253857,0.01726954862,0.0938765831335,-0.00188915500146,0.0340946671339,1
0.150814158456,-0.0220582047416,-0.0928973701156,0.0705055182376,-0.16901459539,0.0497149595212,0.0406182929802,0.186132547048,0.0290166694981,0.0668110933513,1
0.104291962562,-0.0195879769422,-0.243424708899,-0.0425229719642,0.0267983416374,-0.0816020106926,0.0507541228256,0.0455180975146,0.0565730795564,0.0739225094748,1
0.212779980399,-0.0514804628799,-0.190876353242,0.0512042277105,-0.120019430135,-0.079279620058,0.0504691312959,0.0383768982827,0.016881611715,0.0894689772842,1
0.0743201683736,0.0797712665756,0.166243731568,0.13005250514,-0.298004147026,-0.282769664501,-0.0424597246833,0.0529117374178,-0.10391576022,-0.134914165515,1
0.203397462696,-0.182289609076,0.00114611102036,0.0730210759559,-0.509393368441,0.174709021042,0.0042547809091,0.191047880387,0.0614119506063,0.0467065677957,1
0.046654300058,-0.0471064819925,-0.172324087699,0.000420038027695,-0.135659427858,0.103956251734,-0.0187045059314,0.220803597806,0.00152425781283,0.0810783191084,1
0.378104044794,-0.222255955127,-0.0585888073718,0.070654356251,-0.22161341485,0.0737661503026,0.027949982914,0.134484327988,0.084528040841,0.00965024145542,1
