V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,Class
0.0186858083578,0.104069061298,-0.199013809061,-0.149930035636,0.0874512742295,0.15620014909,-0.111331055798,0.0323409065482,-0.0746093120661,0.106127246373,-0.190237171906,-0.102609458769,0.0151489012898,0.223352171528,-0.189101178479,-0.0965485034052,-0.134004082469,0.0804162101471,-0.229847861032,-0.13434132967,-0.0633865784028,0.172988054342,-0.228792292515,-0.115703357468,-0.16392825085,0.049543418603,-0.243042001599,-0.179042977039,-0.09141937411,0.147578886839,-0.256321423984,-0.184107175638,-0.173449699328,0.0649679358447,-0.205858046594,-0.188047834026,-0.0831105453269,0.129648555755,-0.201116684156,-0.187756611682,-0.125090881851,0.139422105937,-0.166422157193,-0.161494118138,-0.0470968586112,0.268391526898,-0.162500687014,-0.161931435508,1
-0.0533613516422,0.00955606129758,-0.152677339061,-0.141250885636,0.131572844229,0.10487926909,-0.138485605798,-0.134098683452,-0.0932882820661,-0.00822182362717,-0.134567207906,-0.109078008769,0.15692586129,0.153358221528,-0.116530698479,-0.107126923405,-0.108432642469,-0.0217882098529,-0.136180571032,-0.12217071967,0.0880733215972,0.113619294342,-0.118543652515,-0.111754057468,-0.13057918085,-0.053287581397,-0.131855691599,-0.151168577039,0.02191060589,0.0544540868393,-0.109889667984,-0.120880995638,-0.131658109328,-0.0513803641553,-0.126390641594,-0.149026904026,-0.0238288153269,0.0679645157552,-0.117563734156,-0.149551541682,-0.118385031851,-0.0108527440626,-0.120824247193,-0.139530854138,-0.00749842861117,0.119715866898,-0.117689312014,-0.140053759508,1
0.0796171083578,0.124570261298,-0.126415769061,-0.028704635636,0.0349101142295,0.11621460909,-0.0895813157984,-0.0450254934518,-0.00522882206605,0.118900216373,-0.137976777906,-0.0380315487688,-0.0683431387102,0.0953492515277,-0.115439408479,-0.0225908934052,-0.0527990824688,0.123157310147,-0.206654451032,-0.10219372967,-0.141740308403,0.0536570543418,-0.177789862515,-0.0773889374682,-0.0862233308495,0.095729438603,-0.197506941599,-0.0431868170392,-0.16065605411,0.0404107068393,-0.193818957984,-0.0564774156377,-0.141981889328,0.0413058158447,-0.190554611594,-0.168043764026,-0.116825945327,0.0729894257552,-0.184686474156,-0.170477231682,-0.119133231851,0.0731046059374,-0.158043867193,-0.168924174138,-0.0932363986112,0.188547966898,-0.154342279014,-0.169101049508,1
-0.0917851716422,-0.0592234587024,-0.0417291490613,-0.083752315636,0.113999174229,0.0620381290902,-0.0785973257984,-0.105882003452,-0.0793097620661,-0.0359729136272,-0.0426039579057,-0.0600255587688,0.10206886129,0.0381147915277,-0.0759602484791,-0.0777324634052,-0.102387082469,-0.0649761498529,-0.082159011032,-0.0957196596704,0.0643852815972,0.0334621543418,-0.103348192515,-0.0916188874682,-0.0922896108495,-0.060115681397,-0.0657953315986,-0.0862161470392,0.00933564589002,0.0135888268393,-0.0859328979837,-0.0674696056377,-0.116451519328,-0.0849653741553,-0.103551201594,-0.119756614026,-0.0469958553269,0.0132958757552,-0.100421864156,-0.120921431682,-0.113001361851,-0.0754112440626,-0.120748837193,-0.159835444138,-0.0250195986112,0.0773882068982,-0.118007572014,-0.161409019508,1
-0.0622335916422,-0.0395279187024,-0.0227678090613,-0.058272565636,0.00967180422949,-0.0493274109098,0.0258499942016,0.0242879365482,-0.0673577520661,-0.0630762436272,0.0262579720943,-0.00178769876881,0.11124976129,-0.0238688284723,0.0153792515209,-0.0254997234052,-0.0657686724688,-0.0873828498529,0.054759468968,-0.000701979670412,0.149779651597,0.0399502743418,0.0340281774848,-0.0158359374682,-0.0170658108495,-0.032426001397,0.0139099084014,-0.0496567770392,0.08658764589,0.00688818683929,0.0509699420163,0.0301578343623,-0.0109332993279,-0.0485642041553,-0.0227869815938,-0.0849140040259,0.0121723046731,-0.0256399642448,-0.00914395415628,-0.0423088316816,-0.0564142318509,-0.0642606740626,-0.0704289971934,-0.120881774138,0.0111914213888,-0.0351327831018,-0.0693436220136,-0.120652249508,1
-0.0264648716422,-0.00892524870242,0.0178800209387,-0.024590545636,0.222074214229,0.11706266909,-0.0260925257984,-0.0663913934518,-0.0335338420661,-0.00937028362717,0.0659740220943,0.0271434412312,0.33491836129,0.169885671528,-0.0230872284791,-0.0397083534052,-0.0512427524688,-0.0388548598529,0.075628398968,0.0232741003296,0.222555591597,0.163985454342,-0.0264982225152,-0.0700374474682,-0.0699548108495,-0.065538121397,0.00692287840143,-0.0605874070392,0.09229514589,0.0514688568393,-0.0254629679837,-0.0707857756377,-0.0789752193279,-0.0743403441553,-0.0663901115938,-0.139001944026,-0.0221615653269,0.0153820757552,-0.0648822241563,-0.112926671682,-0.101052871851,-0.0505658540626,-0.103237557193,-0.150209554138,0.00143163138883,0.0614012668982,-0.0960095120136,-0.134589469508,1
-0.110008231642,-0.0750757387024,-0.102450889061,-0.028920285636,0.00231504422949,0.0492557690902,-0.0216377357984,0.0589470065482,-0.0941358320661,-0.0484227436272,-0.0814389379057,-0.0327313387688,-0.00895143871025,-0.00654407847225,-0.0428343984791,0.0123049765948,-0.103980562469,-0.0430084098529,-0.106040641032,-0.0641960996704,-0.0454296684028,-0.0406158956582,-0.0389998825152,0.0124637225318,-0.0989749508495,-0.030659561397,-0.104596701599,-0.0752727770392,-0.07131317411,-0.0808228431607,-0.0477972179837,0.0299064843623,-0.111404569328,-0.0363898841553,-0.121251991594,-0.133944164026,-0.0993748953269,-0.105727524245,-0.102886904156,-0.0935524516816,-0.113323611851,-0.0311955340626,-0.125899963193,-0.151822434138,-0.124227678611,-0.142120053102,-0.119748242014,-0.138664019508,1
-0.0196542616422,0.0565475312976,-0.0334392490613,-0.024227685636,0.174580934229,0.14404308909,-0.0690186857984,-0.106876983452,-0.0431536120661,0.0268704163728,-0.0285738379057,-0.0260750787688,0.0742034212898,0.0388577915277,-0.0309083484791,-0.0594724434052,-0.0693401224688,0.00643295014709,-0.020556631032,-0.0267447596704,0.117271151597,0.0737355843418,0.000602757484849,-0.0582934774682,-0.0622124608495,-0.006840621397,-0.0414083615986,-0.0575027470392,0.03797149589,0.0199316268393,0.000749182016343,-0.0545429656377,-0.0239257493279,0.0202584558447,-0.0415002615938,-0.0843834040259,-0.0294924753269,-0.0284982442448,-0.00546605415628,-0.0534077716816,-0.0482895318509,0.0636998059374,-0.0761886571934,-0.104445514138,-0.0194893886112,-0.0176615331018,-0.0721278620136,-0.100591509508,1
-0.0272938216422,-0.0171498187024,0.00886777093871,-0.080445895636,0.146823224229,0.11382168909,0.0160241442016,-0.0139851234518,-0.0343797320661,-0.0390064636272,0.0184270820943,-0.0474639887688,0.21267952129,0.0646822515277,0.0516768415209,0.0626376565948,-0.0169682324688,-0.0323732498529,0.038638948968,-0.0341795896704,0.242811691597,0.0969358043418,0.0365885274848,0.00817049253184,0.0233607891505,0.046775418603,0.0577647284014,0.0325862429608,0.10877078589,0.0176991868393,0.00810258201634,-0.0614876156377,0.0160690006721,0.0627601758447,-0.0055053515938,-0.0100401640259,0.0522686646731,0.0456429957552,-0.0236284541563,-0.0664300316816,-0.0716301218509,-0.0427910940626,-0.0837623471934,-0.134001524138,0.0294795513888,-0.0014819331018,-0.0810044720136,-0.130009229508,1
-0.0875237516422,-0.0351333187024,-0.0555673190613,-0.019709645636,0.122953534229,0.15786908909,-0.0847368957984,-0.0708931434518,-0.0560743520661,0.0150250563728,-0.0198967979057,-0.0115209887688,0.0790761012898,0.0794544215277,-0.0490815284791,-0.0395853734052,-0.0737040024688,0.00109569014709,-0.023719381032,-0.0449838796704,0.0599374915972,0.0377905943418,-0.0329925425152,-0.0386973074682,-0.0744068908495,-0.004709661397,-0.0340042715986,-0.0775478370392,0.05609598589,0.0273492868393,-0.0419197579837,-0.0877318156377,-0.0827087693279,-0.0174187441553,-0.0724156715938,-0.130725674026,-0.0223129153269,-0.0289716842448,-0.0609801941563,-0.102976451682,-0.102265341851,-0.00892062406265,-0.100744467193,-0.141255714138,-0.0199795286112,-0.0267894331018,-0.0942363070136,-0.128394999508,1
